"item_id","actor_name","character_name","character_name_standardized"
"/name/nm0890055/Allura","Indira Varma","Allura","Lady Allura Vysoren"
"/name/nm1344302/Dohla","Rachel House","Dohla","Dohla"
"/name/nm2233310/Drake Thunderbrand","Matthew Mercer","Drake Thunderbrand","Drake Thunderbrand"
"/name/nm3715867/Kima","Stephanie Beatriz","Kima","Lady Kima of Vord"
"/name/nm0043552/Percy","Taliesin Jaffe","Percy","Percival"
"/name/nm1240448/Vorugal","Liam O'Brien","Vorugal","Vorugal"
"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia","Vex'ahlia"
"/name/nm0726184/Scanlan","Sam Riegel","Scanlan","Scanlan"
"/name/nm0992184/Grog","Travis Willingham","Grog","Grog"
"/name/nm0424534/Pike","Ashley Johnson","Pike","Pike"
"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan","Vax'ildan"
"/name/nm4065482/Keyleth","Marisha Ray","Keyleth","Keyleth"
"/name/nm0714698/Thordak","Lance Reddick","Thordak","Thordak"
"/name/nm0005026/Anna Ripley","Kelly Hu","Anna Ripley","Anna Ripley"
