"item_id","actor_name","character_name","character_name_standardized"
"/name/nm0726184/Scanlan","Sam Riegel","Scanlan","Scanlan"
"/name/nm0424534/Pike","Ashley Johnson","Pike","Pike"
"/name/nm4065482/Keyleth","Marisha Ray","Keyleth","Keyleth"
"/name/nm0043552/Percy","Taliesin Jaffe","Percy","Percival"
"/name/nm0992184/Grog","Travis Willingham","Grog","Grog"
"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia","Vex'ahlia"
"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan","Vax'ildan"
"/name/nm2233310/Trinket","Matthew Mercer","Trinket","Trinket"
"/name/nm2233310/Gate Guard","Matthew Mercer","Gate Guard","Gate Guard"
"/name/nm0599019/Highbearer Vord","Sumalee Montano","Highbearer Vord","Highbearer Vord"
"/name/nm0295115/Kashaw","Will Friedle","Kashaw","Kashaw"
"/name/nm2941559/Earthbreaker Groon","Ike Amadi","Earthbreaker Groon","Earthbreaker Groon"
"/name/nm0569479/Zahra","Mary Elizabeth McGlynn","Zahra","Zahra"
"/name/nm0005513/Osysa","Alanna Ubach","Osysa","Osysa"
"/name/nm2233310/Victor","Matthew Mercer","Victor","Victor"
