"item_id","actor_name","character_name","character_name_standardized"
"/name/nm0726184/Scanlan","Sam Riegel","Scanlan","Scanlan"
"/name/nm4957233/Kaylie","Aisling Franciosi","Kaylie","Kaylie"
"/name/nm0005026/Anna Ripley","Kelly Hu","Anna Ripley","Anna Ripley"
"/name/nm0043552/Percy","Taliesin Jaffe","Percy","Percival"
"/name/nm0424534/Pike","Ashley Johnson","Pike","Pike"
"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan","Vax'ildan"
"/name/nm4065482/Keyleth","Marisha Ray","Keyleth","Keyleth"
"/name/nm0992184/Grog","Travis Willingham","Grog","Grog"
"/name/nm0714698/Thordak","Lance Reddick","Thordak","Thordak"
"/name/nm2233310/Umbrasyl","Matthew Mercer","Umbrasyl","Umbrasyl"
"/name/nm2233310/Dr.Dranzel","Matthew Mercer","Dr.Dranzel","Dr.Dranzel"
"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia","Vex'ahlia"
"/name/nm5349813/Zanror","Abubakar Salim","Zanror","Zanror"
"/name/nm1057696/Matron of Ravens","Courtenay Taylor","Matron of Ravens","Matron of Ravens"
