"item_id","actor_name","character_name","character_name_standardized"
"/name/nm4065482/Keyleth","Marisha Ray","Keyleth","Keyleth"
"/name/nm0851317/Korrin","Fred Tatasciore","Korrin","Korrin"
"/name/nm0933281/Pa'tice","Debra Wilson","Pa'tice","Pa'tice"
"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia","Vex'ahlia"
"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan","Vax'ildan"
"/name/nm0838588/Raishan","Cree Summer","Raishan","Raishan"
"/name/nm0424534/Pike","Ashley Johnson","Pike","Pike"
"/name/nm4957233/Kaylie","Aisling Franciosi","Kaylie","Kaylie"
"/name/nm0890055/Allura","Indira Varma","Allura","Lady Allura Vysoren"
"/name/nm0726184/Scanlan","Sam Riegel","Scanlan","Scanlan"
"/name/nm0992184/Grog","Travis Willingham","Grog","Grog"
"/name/nm2233310/Orthax","Matthew Mercer","Orthax","Orthax"
