"item_id","actor_name","character_name","character_name_standardized"
"/name/nm0043552/Percy","Taliesin Jaffe","Percy","Percival"
"/name/nm1154161/Vex'ahlia","Laura Bailey","Vex'ahlia","Vex'ahlia"
"/name/nm1240448/Vax'ildan","Liam O'Brien","Vax'ildan","Vax'ildan"
"/name/nm4065482/Keyleth","Marisha Ray","Keyleth","Keyleth"
"/name/nm0726184/Scanlan","Sam Riegel","Scanlan","Scanlan"
"/name/nm0992184/Grog","Travis Willingham","Grog","Grog"
"/name/nm0424534/Pike","Ashley Johnson","Pike","Pike"
"/name/nm0101710/Garmelie","Billy Boyd","Garmelie","Garmelie"
"/name/nm0001507/Trinket","Cheech Marin","Trinket","Trinket"
"/name/nm0714698/Thordak","Lance Reddick","Thordak","Thordak"
"/name/nm2233310/Umbrasyl","Matthew Mercer","Umbrasyl","Umbrasyl"
"/name/nm0005026/Anna Ripley","Kelly Hu","Anna Ripley","Anna Ripley"
